Company;Name;Ref;Review Date;Cocoa_Percent;Company_Location;Rating;Broad_Bean_Origin;Bean_Type
Compania de Chocolate (Salgado);Carenero Superior;292;2008;80;Argentina;2.75;Venezuela;Trinitario
Coppeneur;Ocumare 61;558;2010;72;Germany;3.25;Venezuela;Criollo (Ocumare 61)
Coppeneur;Porcelana, Tabasco, Mexico;220;2008;72;Germany;3.0;Mexico;Criollo
Cravve;Vanuatu;1335;2014;83;Australia;2.75;Vanuatu;Trinitario
Dandelion;Maya Mountain;1219;2014;70;U.S.A.;3.5;Belize;Trinitario
Dole (Guittard);O'ahu, N. Shore, Waialua Estate;311;2009;70;U.S.A.;3.75;Hawaii;
Duffy's;Star of Peru;523;2010;70;U.K.;3.75;Peru;
Eclat (Felchlin);Maranon, Good & Evil, w/ nibs;919;2012;72;U.S.A.;2.75;Peru;Forastero (Nacional)
Emily's;Peru;1454;2015;78;Japan;3.5;Peru;Criollo
Escazu;Ocumare;252;2008;72;U.S.A.;3.0;Venezuela;Criollo
Ethel's Artisan (Mars);Trinidad;666;2011;55;U.S.A.;2.5;Trinidad;Trinitario
Ethereal;Ecuador;1275;2014;80;U.S.A.;3.5;Ecuador;
Finca;Dominican Republic;1283;2014;80;U.S.A.;3.0;Dominican Republic;
Forever Cacao;Rio Eni;1267;2014;72;U.K.;2.75;Peru;Criollo
Fresco;Jamaica, #210, DR, MC;642;2011;70;U.S.A.;3.5;Jamaica;Trinitario
Fresco;Chuao, #217, DR, MC;745;2011;70;U.S.A.;4.0;Venezuela;Trinitario
Heirloom Cacao Preservation (Zokoko);Wild Beni, Lower Rio Beni, Tranquilidad, 2015;1744;2016;72;U.S.A.;4.0;Bolivia;Beniano
Hoja Verde (Tulicorp);Arriba;414;2009;58;Ecuador;3.25;Ecuador;Forastero (Arriba) ASS
Hotel Chocolat;Marcial, single Cote, 2012;1030;2013;70;U.K.;4.0;St. Lucia;Trinitario
Idilio (Felchlin);Chuao, Venezuela;1085;2013;72;Switzerland;3.75;Venezuela;Trinitario
Indaphoria;La Red;821;2012;70;U.S.A.;3.25;Dominican Republic;
L'Amourette;Rugoso;1784;2016;80;U.S.A.;3.5;Nicaragua;Trinitario
Madre;Hamakua Coast, Kokoleka;991;2012;70;U.S.A.;3.25;Hawaii;
Manufaktura Czekolady;Kolumbia;1279;2014;85;Poland;3.5;Colombia;
Map Chocolate;Colombia;1610;2015;75;U.S.A.;2.75;Colombia;
Meadowlands;Belize;1287;2014;70;U.S.A.;3.0;Belize;Trinitario
Mesocacao;Honduras;1347;2014;80;Honduras;3.25;Honduras;
Metiisto;Fazenda Sempre Firme P., Bahia;1267;2014;70;Sweden;3.0;Brazil;
Naive;Grenada;867;2012;71;Lithuania;2.5;Grenada;Trinitario
Nuance;Sambirano Valley, 2012;1458;2015;70;U.S.A.;3.5;Madagascar;Trinitario
Ocho;PNG, Devotion;1411;2014;66;New Zealand;2.75;Papua New Guinea;
Ohiyo;San Juan Estate, Gran Couva;1594;2015;70;U.S.A.;2.75;Trinidad;Trinitario
Original Hawaiin Chocolate Factory;Hawai'i, Kona Grand Cru E.;316;2009;60;U.S.A.;3.0;Hawaii;Criollo
Q Chocolate;Brazil;1069;2013;80;Brazil;3.25;Brazil;
Rogue;Silvestre, Batch 1, 2011;793;2011;75;U.S.A.;3.0;Bolivia;Criollo
Rozsavolgyi;Sur del Lago;809;2012;84;Hungary;2.5;Venezuela;
Silvio Bessone;Bahia, Scavina;729;2011;60;Italy;3.25;Brazil;Trinitario
Sirene;Wild Bolivia;1788;2016;73;Canada;3.5;Bolivia;
Sirene;Camino Verde P., Balao, Guayas;1343;2014;73;Canada;3.75;Ecuador;
Soma;Espiritu Santo, 'Smoke Monster';1307;2014;70;Canada;3.75;Vanuatu;Forastero (Amelonado)
Soma;Maracaibo, El Vigia;1077;2013;70;Canada;4.0;Venezuela;Criollo
Soma;Grenada, Black Science;676;2011;70;Canada;2.75;Grenada;Trinitario
Soma;Three Amigos(Chuao, Wild Bolivia, D.R.);676;2011;70;Canada;4.0;Ven, Bolivia, D.R.;
Spencer;Madagascar, lot M0403R;1792;2016;70;Australia;3.75;Madagascar;
Tabal;Chiapas, Lacandon Jungle;1105;2013;70;U.S.A.;2.5;Mexico;
Vao Vao (Chocolaterie Robert);Madagascar;404;2009;72;Madagascar;2.75;Madagascar;Trinitario
Willie's Cacao;Hacienda Las Trincheras;593;2010;72;U.K.;3.5;Venezuela;
A. Morin;Colombie;1015;2013;70;France;2.75;Colombia;
Adi;Vanua Levu, Toto-A;705;2011;80;Fiji;3.25;Fiji;Trinitario
Altus aka Cao Artisan;Peru;1133;2013;60;U.S.A.;3.25;Peru;
Amano;Bali, Jembrana;304;2008;70;U.S.A.;2.75;Indonesia;
Ambrosia;Peru;1498;2015;68;Canada;3.5;Peru;
Arete;San Juan;1724;2016;70;U.S.A.;3.5;Trinidad;Trinitario
Artisan du Chocolat;Venezuela;486;2010;100;U.K.;1.75;Venezuela;
Beschle (Felchlin);Porcelana, Premier Cru, Quizas No. 1;508;2010;74;Switzerland;3.25;Venezuela;Criollo (Porcelana)
Bittersweet Origins;Bocas del Toro;233;2008;75;U.S.A.;3.5;Panama;
Bonnat;Equateur;123;2007;75;France;2.5;Ecuador;Forastero (Arriba)
Cacaoyere (Ecuatoriana);Esmeraldas;237;2008;71;Ecuador;3.5;Ecuador;Forastero (Arriba)
Chocolate Con Amor;Ecuador;1764;2016;70;U.S.A.;3.25;Ecuador;
Coppeneur;Sambirano, Menava P.;196;2007;72;Germany;3.0;Madagascar;Trinitario
Dandelion;San Francisco de Macoris, Cibao region;1387;2014;70;U.S.A.;3.75;Dominican Republic;
Dandelion;Camino Verde P., Balao, Guayas, 2013;1295;2014;70;U.S.A.;3.5;Ecuador;
Dandelion;Tanzania;654;2011;70;U.S.A.;3.25;Tanzania;
Dean and Deluca (Belcolade);Ecuador;175;2007;71;U.S.A.;3.0;Ecuador;
Debauve & Gallais (Michel Cluizel);Venezuela;263;2008;66;France;3.75;Venezuela;
Doble & Bignall;Johe;1407;2014;72;U.K.;3.5;Nicaragua;Criollo, Trinitario
Durci;Rio Caribe, Tepui Treasure;1626;2015;70;U.S.A.;3.5;Venezuela;Trinitario
El Rey;San Joaquin;1662;2015;70;Venezuela;3.75;Venezuela;
Ethel's Artisan (Mars);Peru, Madagascar;666;2011;55;U.S.A.;2.5;Peru, Madagascar;
Ethereal;Dominican Republic;1275;2014;80;U.S.A.;3.75;Dominican Republic;
Felchlin;Grenada;494;2010;58;Switzerland;3.5;Grenada;Trinitario
Fresco;Conacado, #224, MR, MC;1081;2013;72;U.S.A.;3.75;Dominican Republic;
Friis Holm (Bonnat);Rugoso, Xoco;923;2012;70;Denmark;3.75;Nicaragua;
Georgia Ramon;Conacado Coop;1646;2015;80;Germany;3.5;Domincan Republic;Trinitario
Guido Castagna;Blend;355;2009;64;Italy;3.25;Ven, Trinidad, Ecuador;
Habitual;Africa meets Latina;1201;2014;70;Canada;3.0;;
Heirloom Cacao Preservation (Zokoko);Alto Beni, Upper Rio Beni, 2015;1744;2016;68;U.S.A.;3.75;Bolivia;Amazon, ICS
hello cocoa;Uganda;1458;2015;57;U.S.A.;2.75;Uganda;Forastero
hello cocoa;Venezuela;1462;2015;74;U.S.A.;3.5;Venezuela;Criollo
Idilio (Felchlin);Choroni, Finca Torres, 48hr c.;729;2011;72;Switzerland;3.25;Venezuela;Criollo
Idilio (Felchlin);Ocumare, H. Cata, 48hr c.;733;2011;72;Switzerland;3.75;Venezuela;Criollo
Isidro;Madagascar;1275;2014;72;U.S.A.;3.5;Madagascar;Trinitario
Izard;Elvesia P., Batch 32;1546;2015;70;U.S.A.;2.75;Dominican Republic;
K'ul;Kafupbo, Petit Bourg, De Borgnes;1840;2016;70;U.S.A.;3.25;Haiti;
L.A. Burdick (Felchlin);Madagascar;431;2009;64;U.S.A.;3.5;Madagascar;Trinitario
Madecasse (Cinagra);Madagascar;284;2008;70;Madagascar;3.75;Madagascar;Trinitario
Maverick;Maya Mountain;1367;2014;70;U.S.A.;3.25;Belize;Trinitario
Michel Cluizel;Tamarina;24;2006;70;France;3.0;Sao Tome;Forastero
Ocelot;Piura;1558;2015;75;Scotland;4.0;Peru;Criollo
Ocho;PNG, Revolution;1411;2014;70;New Zealand;3.0;Papua New Guinea;
Olivia;Carribean;688;2011;85;Canada;2.75;Carribean;
Pierre Marcolini;Trinite;478;2010;75;Belgium;3.25;Trinidad;Trinitario
Pump Street Bakery;Honduras;1688;2015;80;U.K.;2.75;Honduras;
Rozsavolgyi;Rio Caribe Superior, Paria Penninsula;871;2012;76;Hungary;2.25;Venezuela;Trinitario
Smooth Chocolator, The;Bolivia;1626;2015;72;Australia;2.75;Bolivia;
Smooth Chocolator, The;Akesson's Estate;1622;2015;70;Australia;3.5;Madagascar;Trinitario
Smooth Chocolator, The;Chuao, batch 3;1666;2015;70;Australia;3.75;Venezuela;Trinitario
Solstice;Bundibugyo;1335;2014;70;U.S.A.;3.0;Uganda;Forastero, Trinitario
Soma;Chuno, San Jose de Bocay, Pantasma R.,B.S.;1828;2016;70;Canada;3.75;Nicaragua;Trinitario
Starchild;Cacao Verapaz;1692;2015;70;U.S.A.;3.0;Guatemala;
Szanto Tibor;Autumn, Primary Harvest, 2012;1185;2013;70;Hungary;3.5;Madagascar;Criollo
TCHO;West Africa;1716;2016;62;U.S.A.;2.0;West Africa;Forastero
Un Dimanche A Paris;Dominican Republic;709;2011;63;France;3.75;Dominican Republic;
Vicuna;Palos Blancos + nibs;1470;2015;70;U.S.A.;3.25;Bolivia;
Woodblock;Gran Couva;1042;2013;70;U.S.A.;3.5;Trinidad;Trinitario
Zotter;Raw;1205;2014;80;Austria;2.75;;
Zotter;Satipo Pangoa region, 20hr conche;875;2012;70;Austria;3.5;Peru;Criollo (Amarru)
Zotter;Kerala State;749;2011;65;Austria;3.5;India;Forastero
Alain Ducasse;Piura, Perou;1173;2013;75;France;2.5;Peru;
Arete;Maya Mountain;1598;2015;70;U.S.A.;3.75;Belize;Trinitario
Arete;Oko Caribe;1598;2015;70;U.S.A.;3.5;Domincan Republic;
Artisan du Chocolat;Jamaica;531;2010;72;U.K.;3.75;Jamaica;Trinitario
Askinosie;Tenende, Uwate;647;2011;72;U.S.A.;3.75;Tanzania;Trinitario
Bittersweet Origins;Sambirano;233;2008;71;U.S.A.;3.0;Madagascar;Trinitario
Bonnat;Maracaibo, El Rosario;48;2006;75;France;4.0;Venezuela;Criollo
Callebaut;Baking;141;2007;70;Belgium;1.0;Ecuador;
Cao;Brazil;1808;2016;70;U.S.A.;3.25;Brazil;Trinitario
Castronovo;Nicaragua;1109;2013;72;U.S.A.;3.25;Nicaragua;Trinitario
Chocolate Con Amor;Wild Bolivian;1760;2016;70;U.S.A.;2.5;Bolivia;
Coppeneur;Porcelana, Apotequil;341;2009;72;Germany;3.0;Peru;Criollo
Dandelion;Upala;805;2012;70;U.S.A.;3.0;Costa Rica;
Davis;Ghana;1093;2013;70;U.S.A.;2.5;Ghana;Forastero
Dick Taylor;Alto Beni, Wild Harvest, Limited Ed.;1634;2015;70;U.S.A.;3.75;Bolivia;
Felchlin;Maracaibo Clasificado;48;2006;65;Switzerland;3.0;Venezuela;Criollo
Guido Castagna;Ghana;355;2009;64;Italy;3.0;Ghana;Forastero
Guittard;Onyx;654;2011;72;U.S.A.;3.25;;
Holy Cacao;San Martin;431;2009;70;Israel;3.5;Peru;
Hotel Chocolat (Coppeneur);Island Growers, 96hr c.;623;2011;65;U.K.;3.25;St. Lucia;Trinitario
iQ Chocolate;Satipo region, white label;943;2012;72;Scotland;2.75;Peru;Criollo
Kah Kow;Rizek Cacao, Domin. Rep.;1069;2013;55;Domincan Republic;3.25;Dominican Republic;
Kiskadee;La Red, Guanconjeco;1251;2014;60;U.S.A.;3.0;Dominican Republic;Trinitario
La Maison du Chocolat (Valrhona);Acarigua, w/ nibs;1189;2013;56;France;3.25;Ecuador;
Lake Champlain (Callebaut);Tanzania;327;2009;75;U.S.A.;2.5;Tanzania;
L'Amourette;Carenero Superior;833;2012;75;U.S.A.;3.0;Venezuela;Trinitario
Lilla;Madagascar;1856;2016;70;Finland;3.0;Madagascar;Trinitario
Machu Picchu Trading Co.;Peru;552;2010;55;Peru;2.25;Peru;
Maglio;Africa;300;2008;75;Italy;2.0;Tanzania;
Martin Mayer;Tumaco;1836;2016;74;Austria;3.25;Colombia;
Nuance;Ecuador, 2013;1458;2015;70;U.S.A.;2.75;Ecuador;Trinitario
Pacari;Nube- prototype;721;2011;70;Ecuador;3.5;Ecuador;
Pomm (aka Dead Dog);La Red, 2011;829;2012;76;U.S.A.;2.5;Dominican Republic;
Pralus;Chuao;486;2010;75;France;3.5;Venezuela;Trinitario
Pump Street Bakery;Akessons Estate, Sambirano, Ambanja;1223;2014;72;U.K.;3.25;Madagascar;Trinitario
Rancho San Jacinto;Ecuador;565;2010;75;Eucador;3.0;Ecuador;Forastero(Arriba, CCN)
Ritual;Camino Verde P., Balao, Guayas, 2014;1466;2015;85;U.S.A.;3.5;Ecuador;
Rogue;Rio Caribe;327;2009;70;U.S.A.;3.5;Venezuela;Trinitario
S.A.I.D.;Samana;615;2010;70;Italy;3.0;Dominican Republic;
Salgado;Carenero Superior;288;2008;70;Argentina;3.5;Venezuela;Trinitario
Shark Mountain;Jamaica;1450;2015;72;U.S.A.;3.25;Jamaica;Trinitario
Shark Mountain;Belize, 2013;1335;2014;72;U.S.A.;3.25;Belize;Criollo, Trinitario
Sibu;Oscuro;1586;2015;70;Costa Rica;3.5;Costa Rica;
Soma;Tien Giang, Black S., batch VIT60420.0;1828;2016;70;Canada;4.0;Vietnam;Trinitario
Soma;Bahia Black, batch bra50722.1;1828;2016;70;Canada;3.5;Brazil;Forastero (Parazinho)
Suruca Chocolate;Venezuela;1796;2016;60;Venezuela;3.0;Venezuela;
Szanto Tibor;"Ayacucho, ""El Guinacho""";939;2012;70;Hungary;3.75;Peru;
Tejas;Espada;833;2012;70;U.S.A.;3.25;Mexico;
twenty-four blackbirds;Cedeno, lot 271;1700;2015;75;U.S.A.;3.5;Ecuador;
Violet Sky;Peru;1458;2015;77;U.S.A.;3.25;Peru;Criollo, Trinitario
Vivra;Ocumare;1720;2016;70;U.S.A.;2.5;Venezuela;
Zotter;Brazil, Mitzi Blue;486;2010;65;Austria;3.0;Brazil;
Amano;Cuyagua;147;2007;70;U.S.A.;3.0;Venezuela;
Bonnat;Surfin;1418;2014;65;France;3.75;Venez,Africa,Brasil,Peru,Mex;
Cacao de Origen;Rio Caribe;1692;2015;75;Venezuela;3.25;Venezuela;Trinitario
Cacao Hunters;Arhuacos;1662;2015;72;Colombia;3.75;Colombia;
Cacao Sampaka;Venezuela;537;2010;71;Spain;3.5;Venezuela;
Caoni (Tulicorp);Los Rios;245;2008;77;Ecuador;2.75;Ecuador;Forastero (Arriba)
Chocolate Tree, The;Peru;919;2012;68;Scotland;2.75;Peru;Criollo
Creo;"""heirloom"", Arriba Nacional";1736;2016;85;U.S.A.;3.25;Ecuador;Forastero (Nacional)
Danta;Oscuro, Finca Chimelb;991;2012;70;Guatemala;3.25;Guatemala;
Dean and Deluca (Belcolade);Madagascar;170;2007;66;U.S.A.;2.5;Madagascar;Trinitario
Domori;IL100, H. San Jose;1109;2013;100;Italy;3.0;Venezuela;Criollo
Domori;Ilblend;272;2008;70;Italy;3.75;;Blend
Duffy's;Rico Rugoso, Xoco;1331;2014;76;U.K.;3.75;Nicaragua;Criollo
East Van Roasters;Peru;1343;2014;70;Canada;3.25;Peru;
Frederic Blondeel;Madagascar;1351;2014;65;Belgium;3.5;Madagascar;Trinitario
Fresco;Sambirano Valley, #216, MR, LC;915;2012;74;U.S.A.;4.0;Madagascar;Trinitario
Friis Holm (Bonnat);Barba, Xoco;1034;2013;70;Denmark;3.25;Nicaragua;
Guittard;Nicaragua;1053;2013;65;U.S.A.;2.75;Nicaragua;
Hacienda El Castillo;Don Homero- Cerecita Valley;1327;2014;70;Ecuador;3.0;Ecuador;Trinitario
Hoja Verde (Tulicorp);Manabi;414;2009;80;Ecuador;2.5;Ecuador;Forastero (Arriba) ASS
Hotel Chocolat (Coppeneur);Conacado, 2012, 120hr c.;1113;2013;100;U.K.;2.75;Dominican Republic;
Idilio (Felchlin);Sur del Lago, Amiari Meridena, Zulia, 48hr c.;725;2011;72;Switzerland;3.75;Venezuela;
Kyya;Hispaniola;1359;2014;72;U.S.A.;3.0;Dominican Republic;
La Pepa de Oro;Vinces;713;2011;60;Ecuador;3.25;Ecuador;
Laia aka Chat-Noir;Ivory Coast, Batch 56/100;1594;2015;75;France;3.0;Ivory Coast;
Madecasse (Cinagra);Madagascar;284;2008;63;Madagascar;4.0;Madagascar;Trinitario
Madre;Choobua, Kona;1089;2013;70;U.S.A.;2.75;Hawaii;
Malagasy (Chocolaterie Robert);Mora Mora 2006;184;2007;73;Madagascar;3.5;Madagascar;Trinitario
Manufaktura Czekolady;Grand Cru Ecuador;875;2012;70;Poland;3.25;Ecuador;
Mast Brothers;Moho River;773;2011;70;U.S.A.;3.5;Belize;Trinitario
Middlebury;Belize;1117;2013;80;U.S.A.;3.25;Belize;Trinitario
Nathan Miller;Peru;1403;2014;72;U.S.A.;2.25;Peru;
Night Owl;Ecuador;1022;2013;75;U.S.A.;3.5;Ecuador;
Night Owl;Peru;1022;2013;75;U.S.A.;2.75;Peru;
Nuance;La Red;1470;2015;70;U.S.A.;3.75;Dominican Republic;
Ocelot;Virunga;1558;2015;70;Scotland;3.75;Congo;Forastero
Pacari;Raw;266;2008;70;Ecuador;3.5;Ecuador;Forastero (Arriba)
Pierre Marcolini;Ocumare, Puerto Cabello, Venezuela;93;2006;72;Belgium;4.0;Venezuela;Criollo
Pralus;Caracas, Venezuela and Ghana;99;2006;75;France;3.0;Venezuela, Ghana;Trinitario, Forastero
Raaka;Amazon Basin Blend;1788;2016;70;U.S.A.;3.0;Peru(SMartin,Pangoa,nacional);
Ritual;Gran Couva;979;2012;75;U.S.A.;3.5;Trinidad;Trinitario
Roasting Masters;Maleku;1844;2016;70;South Korea;3.25;Costa Rica;
Rozsavolgyi;Aragua, Trincheras;717;2011;70;Hungary;3.5;Venezuela;
S.A.I.D.;Latino;615;2010;72;Italy;3.5;;
Smooth Chocolator, The;Kokoa Kamili;1622;2015;67;Australia;3.75;Tanzania;
Soma;Java;1030;2013;70;Canada;3.25;Indonesia;Criollo
Soma;Chef's Blend;1077;2013;70;Canada;3.25;;
Szanto Tibor;Santo Domingo;939;2012;70;Hungary;3.25;Dominican Republic;
TCHO;Fruity-beta;280;2008;70;U.S.A.;2.5;Peru;
TCHO;Nutty-beta;284;2008;70;U.S.A.;2.5;Peru;
Tejas;La Bahia, w/ cane sugar;825;2012;70;U.S.A.;3.25;Ecuador;
Videri;Dark;1117;2013;90;U.S.A.;3.75;Central and S. America;
Vietcacao (A. Morin);Ben Tre, Mekong Delta, MoCay;951;2012;70;France;3.5;Vietnam;Trinitario
Zokoko;Goddess Blend;1780;2016;65;Australia;3.25;;
Ambrosia;Papua New Guinea;1498;2015;63;Canada;3.25;Papua New Guinea;
Belcolade;Costa Rica;586;2010;64;Belgium;2.75;Costa Rica;
Beschle (Felchlin);Carenero S., Barlovento, Grand Cru;508;2010;70;Switzerland;3.25;Venezuela;Trinitario
Bittersweet Origins;2009 Hapa Nibby;502;2010;70;U.S.A.;3.75;Dominican Rep., Bali;Blend
Bonnat;Ceylan;81;2006;75;France;3.0;Sri Lanka;
Bright;Gran Couva;1235;2014;68;Australia;2.75;Trinidad;Trinitario
Cacao de Origen;"Agua Fria; Sucre region";1391;2014;75;Venezuela;2.5;Venezuela;
Cacao Store;Madagascar;1684;2015;70;Japan;3.0;Madagascar;Trinitario
Chocola'te;Venezuela;647;2011;68;U.S.A.;3.75;Venezuela;
Chocolate Tree, The;Peru;1121;2013;70;Scotland;3.75;Peru;Forastero (Nacional)
Chocolate Tree, The;Ecuador;919;2012;82;Scotland;2.5;Ecuador;Forastero (Arriba)
Chocolats Privilege;Xoconusco;1219;2014;70;Canada;2.5;Mexico;Criollo
Chocovic;Guyave;117;2007;71;Spain;2.5;Grenada;Trinitario
Chocovic;Maragda;117;2007;70;Spain;3.0;;Blend
Choocsol;Chiapas, Lacandon Jungle, Oaxacom Mtn;1832;2016;75;Canada;3.25;Mexico;
Dandelion;Zorzal Reserva, 2015 H., Kerchner;1816;2016;70;U.S.A.;3.75;;
Dandelion;Maya Mtn., Break Bar- Snark;1446;2015;70;U.S.A.;3.0;Belize;Trinitario
Durand;Madagascar;841;2012;82;France;2.75;Madagascar;Trinitario
French Broad;Tumbes Coop;883;2012;70;U.S.A.;2.5;Peru;Criollo
Friis Holm (Bonnat);Medagla, Xoco;1034;2013;70;Denmark;3.5;Nicaragua;
Guido Castagna;Lacri Blend;355;2009;76;Italy;3.0;Venezuela;
Guittard;Jamaica;1053;2013;65;U.S.A.;3.25;Jamaica;Trinitario
Habitual;Downtown London;1201;2014;65;Canada;2.75;;
hexx;Madagascar;1546;2015;74;U.S.A.;3.0;Madagascar;Trinitario
Holy Cacao;Hispaniola w/ nibs;431;2009;75;Israel;3.75;Dominican Republic;
Idilio (Felchlin);Carenero Superior, Urrutia, Barlovento;737;2011;70;Switzerland;4.0;Venezuela;Trinitario
Kallari (Ecuatoriana);Roberto;245;2008;75;Ecuador;2.75;Ecuador;
Kaoka (Cemoi);Ecuador;423;2009;80;France;2.75;Ecuador;
K'ul;Bahia, Fazenda Camboa;1852;2016;70;U.S.A.;3.75;Brazil;Forastero
L.A. Burdick (Felchlin);Venzuela;597;2010;71;U.S.A.;3.0;Venezuela;
Laia aka Chat-Noir;Peru, Batch 51/100;1590;2015;75;France;3.25;Peru;
Laia aka Chat-Noir;Trinidad-Tobago;1438;2014;68;France;2.75;Trinidad-Tobago;
Lonohana;Opaeula Estate, O'ahu, Ele'ele;1097;2013;72;U.S.A.;3.0;Hawaii;
Luker;Macondo;552;2010;60;Colombia;3.0;Colombia, Ecuador;
Maglio;Cuba;308;2008;70;Italy;3.25;Cuba;Criollo
Malagos;Davao, Mt. Talamo foothills;1121;2013;65;Philippines;3.5;Philippines;Trinitario
Marou;Lam Dong;955;2012;74;Vietnam;3.5;Vietnam;Trinitario
Mars;Matina 1-6, prototype;537;2010;65;U.S.A.;3.0;Costa Rica;
Mast Brothers;Chuao, Light Roast;713;2011;81;U.S.A.;2.75;Venezuela;Trinitario
Menakao (aka Cinagra);Madagascar;841;2012;72;Madagascar;2.5;Madagascar;Trinitario
Michel Cluizel;Maralumi P.;24;2006;64;France;4.0;Papua New Guinea;
Molucca;Indonesia;1618;2015;70;U.S.A.;2.75;Indonesia;
Orquidea;Peru;859;2012;72;Peru;3.0;Peru;
Pierre Marcolini;Porcelana, Tabasco, Finca La Joya;445;2009;72;Belgium;3.0;Mexico;Criollo
Ranger;Chulucanas, Batch 1;1562;2015;80;U.S.A.;3.25;Peru;
Ritual;Mid Mountain, 2014;1466;2015;70;U.S.A.;3.5;;Blend
Rogue;Camino Verde P., Balao, Guayas;979;2012;75;U.S.A.;3.75;Ecuador;Nacional (Arriba)
Scharffen Berger;Asante;336;2009;65;U.S.A.;4.0;Ghana;Forastero
Sirene;Esmeraldas, Salazar Farm;1860;2016;73;Canada;3.75;Ecuador;
Snake & Butterfly;Ecuador;502;2010;68;U.S.A.;3.25;Ecuador;
Solomons Gold;Solomon Island;1792;2016;70;New Zealand;3.25;Solomon Islands;
Soma;Porcelana;1594;2015;75;Canada;4.0;Venezuela;
Soma;Little Big Man;1339;2014;70;Canada;3.25;Madagascar & Ecuador;Blend
Soma;Bachelor's Hall E., St. Thomas Parish;1177;2013;70;Canada;4.0;Jamaica;Trinitario
Spencer;Malekula Island;1434;2014;72;Australia;2.75;Vanuatu;Trinitario
SRSLY;Dominican Republic;1121;2013;84;U.S.A.;2.25;Dominican Republic;
Szanto Tibor;Spring, Secondary Harvest, 2012;1185;2013;70;Hungary;3.5;Madagascar;Criollo
Theo;Ivory Coast;184;2007;75;U.S.A.;2.5;Ivory Coast;
Valrhona;Guanaja;63;2006;70;France;4.0;South America;Criollo, Trinitario
Valrhona;Gran Couva 2005 P.;75;2006;64;France;2.5;Trinidad;Trinitario
Zart Pralinen;Millot P., Ambanja;1820;2016;70;Austria;3.5;Madagascar;Criollo, Trinitario
Zart Pralinen;UNOCACE;1824;2016;70;Austria;2.75;Ecuador;Nacional (Arriba)
Zokoko;Tranquilidad, Baures;701;2011;72;Australia;3.75;Bolivia;
Amazona;LamasdelChanka, San Martin, Oro Verde coop;1145;2013;72;Peru;3.25;Peru;
Amedei;Venezuela;123;2007;70;Italy;3.75;Venezuela;Trinitario (85% Criollo)
Arete;Fazenda Camboa;1602;2015;75;U.S.A.;2.75;Brazil;
Benoit Nihant;Bali, Sukrama Bros. Farm, Melaya, 62hr C;757;2011;72;Belgium;4.0;Indonesia;Trinitario
Bittersweet Origins;Ocumare, prototype;565;2010;78;U.S.A.;3.0;Venezuela;Criollo
Black Mountain;Matiguas;256;2008;70;U.S.A.;3.0;Nicaragua;
Blue Bandana;Akesson's E., Sambirano V.;1740;2016;82;U.S.A.;3.5;Madagascar;Trinitario
Bonnat;Madagascar, 100% criollo;629;2011;75;France;4.0;Madagascar;Criollo
Bouga Cacao (Tulicorp);El Oro, Hacienda de Oro;341;2009;100;Ecuador;1.5;Ecuador;Forastero (Arriba)
Caribeans;Costa Rica;845;2012;80;Costa Rica;2.75;Costa Rica;Forastero
Castronovo;Tumbes;1153;2013;70;U.S.A.;2.75;Peru;Criollo
Chocolate Con Amor;Uganda;1760;2016;70;U.S.A.;2.75;Uganda;
Dandelion;Buto;1303;2014;70;U.S.A.;2.75;Liberia;
Doble & Bignall;Puerto Cabello, Mantuano;1371;2014;72;U.K.;3.25;Venezuela;Trinitario
Duffy's;Ocumare;765;2011;71;U.K.;3.5;Venezuela;
Duffy's;Star of Ecuador;523;2010;70;U.K.;2.5;Ecuador;
Dulcinea;Dominican Republic;1506;2015;70;U.S.A.;3.25;Dominican Republic;
Durci;Taino Secret;1630;2015;70;U.S.A.;3.25;Domincan Republic;
Fresco;Jamaica, #209, DR, SC;642;2011;70;U.S.A.;3.25;Jamaica;Trinitario
Fruition;Peru;863;2012;70;U.S.A.;2.5;Peru;
Fruition;Signature Blend;753;2011;66;U.S.A.;3.25;Costa Rica;Trinitario
Grenada Chocolate Co.;Grenada;241;2008;71;Grenada;2.5;Grenada;Trinitario
Hotel Chocolat;Island Growers, 2012, 120hr c.;1113;2013;100;U.K.;1.75;St. Lucia;Trinitario
Hotel Chocolat (Coppeneur);Sambirano;809;2012;66;U.K.;3.5;Madagascar;Trinitario, Criollo
Kah Kow;Rizek Cacao, Cibao Valley, Domin. Rep.;1061;2013;70;Domincan Republic;3.5;Dominican Republic;
Kaoka (Cemoi);Noir;404;2009;70;France;2.75;;
Kto;ROIG;1426;2014;72;U.S.A.;3.25;Dominican Republic;
Loiza;Puerto Rico;1049;2013;65;Puerto Rico;2.5;Puerto Rico;
Madecasse (Cinagra);Madagascar;288;2008;75;Madagascar;3.5;Madagascar;Trinitario
Mast Brothers;Dominican Republic, Coop;572;2010;70;U.S.A.;3.25;Dominican Republic;
Momotombo;Matagalpa;661;2011;70;Nicaragua;2.75;Nicaragua;
Nathan Miller;Ghana;1403;2014;70;U.S.A.;3.5;Ghana;Forastero
Olivia;Carribean-Raw;688;2011;76;Canada;2.0;Carribean;
Pacari;Ecuador, raw;817;2012;85;Ecuador;2.75;Ecuador;
Palette de Bine;Kokoa Kamili;1574;2015;72;Canada;3.5;Tanzania;
Pitch Dark;Tenor;1506;2015;62;U.S.A.;2.5;Nicaragua;
